Latitude,Longitude,Confirmed,Recovered,Deaths
47.14003705,-120.7913598,1.0,0.0,0.0
47.14003705,-120.7913598,1.0,0.0,0.0
85.35271549,-210.29435442,2.0,0.0,0.0
87.00068618,-209.92220981,2.0,0.0,0.0
158.28803774000002,-442.26423031,5.0,0.0,0.0
158.28803774000002,-442.26423031,5.0,0.0,0.0
158.28803774000002,-442.26423031,5.0,0.0,0.0
158.28803774000002,-442.26423031,5.0,0.0,0.0
158.28803774000002,-442.26423031,5.0,0.0,0.0
158.28803774,-442.26423031,6.0,0.0,0.0
270.46410000000003,-751.0128,8.0,0.0,0.0
350.1133,-961.4016000000001,12.0,3.0,0.0
382.82899999999995,-1078.5627000000002,13.0,3.0,0.0
382.82899999999995,-1078.5627000000002,13.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
270.46410000000003,-751.0128,8.0,0.0,0.0
412.25309999999996,-1177.0563000000002,15.0,3.0,0.0
606.11083532,-1690.7889838600001,35.0,5.0,0.0
600.3823,-1738.8091000000004,35.0,5.0,0.0
600.3823,-1738.8091000000004,35.0,5.0,0.0
635.826,-1599.1711000000003,53.0,5.0,0.0
635.826,-1599.1711000000003,53.0,6.0,0.0
635.826,-1599.1711000000003,59.0,6.0,0.0
635.826,-1599.1711,60.0,6.0,0.0
635.826,-1599.1711,62.0,7.0,0.0
729.3640999999998,-1843.68,70.0,7.0,1.0
307.0402,-872.0004000000001,11.0,0.0,0.0
307.0402,-872.0004000000001,11.0,0.0,0.0
350.1133,-961.4016000000001,12.0,0.0,0.0
350.1133,-961.4016000000001,12.0,0.0,0.0
350.1133,-961.4016000000001,12.0,0.0,0.0
350.1133,-961.4016000000001,12.0,0.0,0.0
350.1133,-961.4016000000001,12.0,3.0,0.0
771.1880999999998,-1915.0928000000001,76.0,7.0,1.0
2052.9916000000003,-4656.544799999999,959.0,8.0,28.0
2052.9916000000003,-4656.544800000001,1281.0,8.0,36.0
2052.9916000000003,-4656.5448,1663.0,12.0,40.0
2085.3101300000008,-4743.447004000001,2179.0,12.0,47.0
2060.495700000001,-4722.529100000001,2726.0,12.0,54.0
2135.3107000000005,-4730.1398,3499.0,12.0,63.0
2135.3107000000005,-4730.139800000001,4632.0,17.0,85.0
2135.3107000000005,-4730.1398,6421.0,17.0,108.0
2190.7509000000005,-4890.7857,7786.0,106.0,118.0
2190.7509000000005,-4890.7857,13680.0,108.0,200.0
1071.9454999999996,-2710.355400000001,101.0,7.0,6.0
2172.4009000000005,-4825.852700000001,19101.0,147.0,244.0
2172.4009,-4825.852700000001,25514.0,171.0,307.0
121435.68608193033,-291196.33139892976,33848.0,0.0,427.0
