Latitude,Longitude,Confirmed,Recovered,Deaths
67345.89512456038,-177580.5143506801,800378.0,0.0,23697.0
34248.69691120004,-81824.3564662999,20316.0,0.0,351.0
16154.607398999984,-53498.802905999866,1294975.0,0.0,37494.0
78595.15920180052,-207974.15495159867,402154.0,0.0,5895.0
65738.97337020008,-210075.93156000023,4891009.0,0.0,155313.0
70268.30895390012,-190573.03047900015,886411.0,0.0,48017.0
11235.217233599978,-19619.5702902,1348657.0,0.0,125404.0
4692.4289025,-9065.05684529999,312601.0,0.0,13062.0
0.0,0.0,1470.0,0.0,0.0
1167.1253319,-2310.4967975999994,291828.0,0.0,15437.0
59054.69737980012,-168698.04457079942,2637866.0,0.0,89635.0
158461.68424529958,-403685.64772590174,1822772.0,0.0,74336.0
0.0,0.0,3090.0,0.0,90.0
403.329,4343.8110000000015,6064.0,0.0,150.0
3784.535696400005,-28307.236248000037,22662.0,0.0,514.0
50960.23471295001,-132012.1067962001,115389.0,0.0,2610.0
123758.10827710008,-276966.8469932603,3992626.0,0.0,189925.0
111145.78610370042,-240547.3968171017,1210849.0,0.0,73070.0
126089.92989810005,-280392.42692849913,729137.0,0.0,19558.0
108198.57626942154,-275497.22357124096,349925.0,0.0,7423.0
135373.3125817302,-306660.51874160825,384473.0,0.0,15173.0
60622.12367340026,-179056.56486390004,1432634.0,0.0,91075.0
22784.665350000014,-35464.43050469994,84059.0,0.0,3010.0
29262.659897099904,-57504.52546229987,1848484.0,0.0,88044.0
17801.335483949988,-30191.983979159908,3164865.0,0.0,228973.0
113009.38993404996,-218674.4244030204,1973933.0,5.0,179342.0
118597.48372621955,-246120.3926612399,924504.0,0.0,39472.0
80933.51756432047,-221213.19587873798,613191.0,0.0,27316.0
128859.15132028035,-309945.78051149,512874.0,0.0,27067.0
48933.524823070074,-115623.17650639954,19785.0,0.0,581.0
105212.06187812987,-251842.12876303904,508283.0,0.0,6704.0
20296.980648659963,-60677.796986399735,363856.0,0.0,13991.0
14344.5200961,-23620.2140115,159718.0,0.0,9565.0
26593.546737599983,-49251.897865199826,5010185.0,0.0,389561.0
34165.03780889996,-104859.06733499984,298313.0,0.0,13148.0
75529.61566349967,-133760.63247900025,11513965.0,0.0,924752.0
107942.49246870009,-240880.95866639967,1381146.0,0.0,35024.0
67260.87431716036,-141963.0704706204,93160.0,0.0,2216.0
452.9369999999998,4370.216999999997,862.0,0.0,134.0
107631.7525440001,-221175.61425479862,1279995.0,0.0,77147.0
81754.88251489979,-223791.5520966521,277700.0,0.0,10853.0
47951.49007772001,-131023.85274440072,182631.0,0.0,5395.0
83268.83717850015,-158328.78139439932,2513863.0,0.0,186766.0
546.624,-1997.7029999999986,174784.0,0.0,4380.0
0.0,0.0,0.0,17434297.0,0.0
7498.403217000012,-12866.908243500011,481310.0,0.0,25484.0
47881.84891979978,-114187.83782370007,635009.0,0.0,18378.0
79531.26403979067,-178201.49502924053,177960.0,0.0,2281.0
104428.29923519921,-250573.3039074012,959048.0,0.0,14606.0
228081.9890719798,-709315.5419124642,3043286.0,0.0,61711.0
16814.547720900002,-46817.018465999936,461201.0,0.0,4294.0
19875.19120769997,-32708.760896400014,33550.0,0.0,1663.0
550.074,-1946.8889999999983,2221.0,0.0,180.0
151010.21076299954,-315614.9073401997,1644313.0,0.0,47058.0
56677.73122289994,-144865.22867999974,802333.0,0.0,36766.0
63108.337959540055,-131087.49095219935,71763.0,0.0,2612.0
97225.98361499974,-196651.70974500015,699650.0,0.0,21047.0
31021.2061973999,-77142.32428799987,33714.0,0.0,555.0
